,Country/Area,coal,oil/gas,solar,wind,hydropower,nuclear,bioenergy,geothermal
Capacity (MW),South Africa,800.0,0.0,1823.6465853658538,1316.0,0.0,0.0,0.0,0.0
Capacity (MW),South Korea,1050.0,4248.0,795.0463414634146,667.6,0.0,2800.0,220.0,0.0
Capacity (MW),South Sudan,0.0,0.0,18.089238845144358,0.0,0.0,0.0,0.0,0.0
Capacity (MW),Spain,0.0,0.0,5950.8234568690095,1315.0,200.0,0.0,146.0,0.0
Capacity (MW),Sri Lanka,0.0,130.0,47.32928870292887,0.0,0.0,0.0,0.0,0.0
Capacity (MW),Sudan,0.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity (MW),Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity (MW),Sweden,0.0,0.0,97.44,3163.4,0.0,0.0,75.0,0.0
Capacity (MW),Switzerland,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0
Capacity (MW),Syria,0.0,2610.0,142.595,0.0,0.0,0.0,0.0,0.0
Capacity (MW),Taiwan,0.0,9637.0,735.1597419354838,2597.0,0.0,0.0,0.0,4.0
Capacity (MW),Tajikistan,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0
Capacity (MW),Tanzania,0.0,0.0,54.267716535433074,0.0,0.0,0.0,0.0,30.0
Capacity (MW),Thailand,0.0,780.0,20.267299270072993,0.0,0.0,0.0,0.0,0.0
Capacity (MW),The Gambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity (MW),Togo,0.0,0.0,17.4,0.0,0.0,0.0,0.0,0.0
Capacity (MW),Trinidad and Tobago,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0
Capacity (MW),Tunisia,0.0,0.0,376.1666666666667,30.0,0.0,0.0,0.0,0.0
Capacity (MW),Turkmenistan,0.0,1574.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity (MW),Türkiye,0.0,890.0,253.05572519083967,0.0,496.0,4800.0,0.0,43.5
Capacity (MW),Uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity (MW),Ukraine,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity (MW),United Arab Emirates,0.0,4025.1,52.2,0.0,250.0,0.0,0.0,0.0
Capacity (MW),United Kingdom,0.0,814.7,2006.4828983050847,7948.8,0.0,3440.0,875.0,2.0
Capacity (MW),United States,0.0,14319.0,23478.412340425533,17006.0,0.0,0.0,36.0,200.0
Capacity (MW),Uruguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity (MW),Uzbekistan,0.0,5918.0,1213.5806451612902,500.0,476.0,0.0,0.0,0.0
Capacity (MW),Vanuatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity (MW),Venezuela,0.0,0.0,0.0,0.0,2700.0,0.0,0.0,0.0
Capacity (MW),Vietnam,4043.0,3904.0,261.0,908.2,1407.0,0.0,164.0,0.0
Capacity (MW),Virgin Islands (U.S.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity (MW),Western Sahara,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Capacity (MW),Yemen,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0
Capacity (MW),Zambia,300.0,0.0,174.0,200.0,0.0,0.0,0.0,0.0
Capacity (MW),Zimbabwe,1470.0,0.0,554.392125984252,0.0,0.0,0.0,0.0,0.0
